,alert_type,timestamp,src_ip,src_port,dst_ip,dst_port,infected_host,scanned_host,alert_type_2,timestamp_2,src_ip_2,src_port_2,dst_ip_2,dst_port_2,infected_host_2,scanned_host_2,score,APT
173,3.0,112887.0,179.0,63762.0,3005.0,53.0,179.0,0.0,4.0,920841.0,179.0,49870.0,1065.0,443.0,179.0,0.0,3.0,1.0
174,3.0,113903.0,474.0,61829.0,1764.0,53.0,474.0,0.0,5.0,396604.0,474.0,65332.0,247.0,443.0,474.0,0.0,3.0,1.0
175,3.0,116545.0,497.0,60663.0,388.0,53.0,497.0,0.0,6.0,877802.0,497.0,62561.0,322.0,53.0,497.0,0.0,3.0,1.0
176,3.0,117431.0,199.0,62637.0,262.0,53.0,199.0,0.0,4.0,324335.0,445.0,53980.0,1017.0,443.0,199.0,0.0,3.0,1.0
177,3.0,117711.0,382.0,53289.0,73.0,53.0,382.0,0.0,5.0,659457.0,385.0,51990.0,3758.0,443.0,382.0,0.0,1.0,0.0
178,2.0,118011.0,490.0,54774.0,6099.0,80.0,490.0,0.0,5.0,803104.0,490.0,51878.0,5058.0,443.0,490.0,0.0,2.0,0.0
179,3.0,119761.0,183.0,54073.0,8346.0,53.0,183.0,0.0,6.0,275811.0,183.0,54536.0,421.0,53.0,183.0,0.0,2.0,0.0
180,2.0,120823.0,429.0,63815.0,344.0,80.0,429.0,0.0,5.0,179058.0,429.0,53030.0,7757.0,443.0,429.0,0.0,3.0,1.0
181,1.0,121253.0,416.0,49862.0,2142.0,80.0,416.0,0.0,6.0,654474.0,311.0,64994.0,2691.0,53.0,416.0,0.0,1.0,0.0
182,3.0,121269.0,139.0,53614.0,335.0,53.0,139.0,0.0,4.0,582523.0,139.0,54134.0,1053.0,443.0,139.0,0.0,3.0,1.0
183,2.0,121579.0,319.0,60324.0,8414.0,21666.0,319.0,0.0,5.0,838883.0,319.0,53290.0,9089.0,443.0,319.0,0.0,3.0,1.0
184,3.0,122933.0,80.0,50455.0,347.0,53.0,80.0,0.0,5.0,506629.0,80.0,63146.0,2313.0,443.0,80.0,0.0,3.0,1.0
185,3.0,123197.0,253.0,58064.0,435.0,53.0,253.0,0.0,4.0,799747.0,390.0,64243.0,1075.0,58935.0,253.0,0.0,2.0,0.0
186,1.0,123880.0,376.0,49903.0,428.0,14294.0,376.0,0.0,4.0,423482.0,376.0,50017.0,1026.0,443.0,376.0,0.0,1.0,0.0
187,1.0,123957.0,329.0,60491.0,7233.0,80.0,329.0,0.0,5.0,616776.0,329.0,58602.0,1629.0,443.0,329.0,0.0,3.0,1.0
188,1.0,124590.0,141.0,56887.0,1988.0,80.0,141.0,0.0,4.0,231442.0,141.0,54646.0,6343.0,443.0,141.0,0.0,1.0,0.0
189,3.0,126598.0,14.0,50373.0,6643.0,53.0,14.0,0.0,6.0,1180159.0,14.0,53935.0,9408.0,53.0,14.0,0.0,1.0,0.0
190,2.0,126749.0,334.0,63093.0,1284.0,80.0,334.0,0.0,6.0,241097.0,334.0,54065.0,5169.0,53.0,334.0,0.0,3.0,1.0
191,3.0,127023.0,292.0,63812.0,3594.0,53.0,441.0,0.0,6.0,336370.0,441.0,52785.0,176.0,53.0,441.0,0.0,1.0,0.0
192,1.0,127831.0,443.0,62026.0,1500.0,80.0,443.0,0.0,6.0,533598.0,443.0,61172.0,9695.0,53.0,443.0,0.0,2.0,0.0
193,1.0,128542.0,81.0,65224.0,493.0,80.0,81.0,0.0,4.0,670262.0,81.0,59303.0,1057.0,443.0,81.0,0.0,3.0,1.0
194,2.0,129104.0,362.0,56436.0,9777.0,80.0,362.0,0.0,4.0,888233.0,362.0,56343.0,1072.0,443.0,362.0,0.0,1.0,0.0
195,3.0,129505.0,381.0,65392.0,113.0,53.0,381.0,0.0,6.0,617712.0,381.0,49687.0,163.0,53.0,381.0,0.0,2.0,0.0
196,2.0,129519.0,2.0,65403.0,3008.0,80.0,2.0,0.0,4.0,334936.0,2.0,63699.0,1096.0,443.0,2.0,0.0,3.0,1.0
197,3.0,129574.0,428.0,53387.0,421.0,53.0,428.0,0.0,4.0,1189012.0,428.0,50689.0,1010.0,443.0,428.0,0.0,2.0,0.0
198,1.0,129962.0,115.0,52114.0,6962.0,80.0,115.0,0.0,6.0,213310.0,115.0,62474.0,13.0,53.0,115.0,0.0,2.0,0.0
199,3.0,130349.0,18.0,50277.0,9035.0,53.0,18.0,0.0,6.0,652071.0,18.0,59350.0,78.0,53.0,18.0,0.0,1.0,0.0
200,1.0,130964.0,178.0,54687.0,7267.0,80.0,178.0,0.0,4.0,170154.0,178.0,52304.0,3671.0,47251.0,178.0,0.0,3.0,1.0
201,2.0,131270.0,444.0,52040.0,5501.0,80.0,444.0,0.0,6.0,1106227.0,444.0,50766.0,401.0,53.0,444.0,0.0,1.0,0.0
202,2.0,134078.0,412.0,61048.0,2558.0,80.0,412.0,0.0,4.0,342093.0,412.0,60653.0,1886.0,443.0,412.0,0.0,3.0,1.0
203,2.0,134842.0,350.0,59350.0,6360.0,80.0,350.0,0.0,5.0,955050.0,350.0,57438.0,4998.0,443.0,350.0,0.0,2.0,0.0
204,3.0,134965.0,373.0,61800.0,109.0,53.0,468.0,0.0,5.0,528805.0,468.0,63290.0,7915.0,443.0,468.0,0.0,3.0,1.0
205,3.0,135257.0,387.0,58948.0,390.0,53.0,387.0,0.0,5.0,357044.0,387.0,49846.0,7252.0,443.0,387.0,0.0,3.0,1.0
206,3.0,136012.0,181.0,57722.0,234.0,53.0,181.0,0.0,6.0,549636.0,181.0,56634.0,363.0,53.0,181.0,0.0,1.0,0.0
207,2.0,137728.0,30.0,57827.0,8301.0,80.0,30.0,0.0,6.0,761149.0,30.0,57002.0,197.0,53.0,30.0,0.0,1.0,0.0
208,1.0,138065.0,237.0,54849.0,324.0,49879.0,237.0,0.0,4.0,486808.0,237.0,64940.0,1039.0,443.0,237.0,0.0,2.0,0.0
209,3.0,138430.0,246.0,58586.0,93.0,53.0,246.0,0.0,5.0,403951.0,246.0,57779.0,471.0,443.0,246.0,0.0,3.0,1.0
210,1.0,139597.0,101.0,60490.0,4099.0,80.0,101.0,0.0,5.0,1226995.0,101.0,52871.0,234.0,4867.0,101.0,0.0,1.0,0.0
211,2.0,141529.0,74.0,62552.0,9415.0,80.0,74.0,0.0,5.0,727870.0,74.0,52964.0,1556.0,443.0,74.0,0.0,1.0,0.0
212,2.0,142110.0,174.0,62909.0,7919.0,80.0,174.0,0.0,6.0,303034.0,174.0,62672.0,1633.0,53.0,174.0,0.0,3.0,1.0
213,1.0,143240.0,61.0,58385.0,2333.0,80.0,61.0,0.0,4.0,589874.0,381.0,60004.0,1032.0,443.0,61.0,0.0,3.0,1.0
214,2.0,144515.0,183.0,56500.0,9151.0,80.0,183.0,0.0,6.0,741537.0,183.0,56100.0,6191.0,53.0,183.0,0.0,2.0,0.0
215,2.0,145852.0,442.0,57564.0,9163.0,24727.0,442.0,0.0,5.0,284521.0,442.0,54421.0,4042.0,443.0,442.0,0.0,1.0,0.0
216,3.0,146064.0,66.0,60813.0,9118.0,53.0,66.0,0.0,4.0,700748.0,66.0,51868.0,2901.0,443.0,66.0,0.0,3.0,1.0
217,3.0,146664.0,453.0,64519.0,337.0,7012.0,453.0,0.0,4.0,385286.0,453.0,59474.0,1057.0,443.0,453.0,0.0,1.0,0.0
218,3.0,149393.0,389.0,51465.0,262.0,53.0,389.0,0.0,4.0,1197656.0,389.0,55606.0,1018.0,443.0,389.0,0.0,1.0,0.0
219,2.0,149902.0,421.0,54580.0,3657.0,80.0,421.0,0.0,5.0,546843.0,421.0,61438.0,4252.0,443.0,421.0,0.0,3.0,1.0
220,1.0,151847.0,419.0,63277.0,8195.0,80.0,419.0,0.0,4.0,1132776.0,419.0,53515.0,1046.0,443.0,419.0,0.0,1.0,0.0
221,3.0,151932.0,205.0,65197.0,354.0,53.0,205.0,0.0,6.0,971288.0,205.0,59733.0,1295.0,53.0,205.0,0.0,2.0,0.0
222,2.0,152494.0,98.0,58746.0,7604.0,80.0,98.0,0.0,6.0,183014.0,98.0,59662.0,255.0,53.0,98.0,0.0,1.0,0.0
223,2.0,152520.0,116.0,54065.0,5769.0,80.0,116.0,0.0,5.0,1101147.0,425.0,64242.0,164.0,443.0,116.0,0.0,1.0,0.0
224,2.0,152752.0,119.0,61724.0,9299.0,80.0,51.0,0.0,5.0,220749.0,435.0,60526.0,3833.0,443.0,51.0,0.0,3.0,1.0
225,1.0,152805.0,201.0,51891.0,6963.0,63039.0,201.0,0.0,4.0,446419.0,201.0,53487.0,1054.0,21274.0,201.0,0.0,3.0,1.0
226,3.0,154587.0,123.0,63532.0,317.0,53.0,123.0,0.0,6.0,534881.0,447.0,60405.0,45.0,53.0,123.0,0.0,2.0,0.0
227,1.0,155600.0,244.0,61271.0,2533.0,80.0,244.0,0.0,5.0,291972.0,244.0,52652.0,2999.0,443.0,244.0,0.0,3.0,1.0
228,3.0,155962.0,496.0,65404.0,371.0,53.0,246.0,0.0,6.0,788793.0,246.0,54544.0,183.0,53.0,246.0,0.0,1.0,0.0
229,2.0,156339.0,417.0,56537.0,8707.0,80.0,417.0,0.0,6.0,303190.0,417.0,59415.0,236.0,53.0,417.0,0.0,1.0,0.0
230,3.0,160432.0,468.0,63876.0,229.0,53.0,468.0,0.0,5.0,795307.0,468.0,59209.0,5864.0,443.0,468.0,0.0,3.0,1.0
231,1.0,161294.0,264.0,61318.0,4199.0,80.0,264.0,0.0,4.0,571187.0,264.0,61423.0,1029.0,443.0,264.0,0.0,1.0,0.0
232,3.0,161461.0,487.0,61345.0,4812.0,53.0,487.0,0.0,5.0,725344.0,487.0,59992.0,4656.0,443.0,487.0,0.0,2.0,0.0
233,2.0,161593.0,13.0,58920.0,1555.0,80.0,13.0,0.0,6.0,869902.0,13.0,57754.0,101.0,47721.0,13.0,0.0,3.0,1.0
234,1.0,165161.0,40.0,53599.0,5892.0,80.0,40.0,0.0,5.0,1109710.0,40.0,60437.0,4694.0,443.0,40.0,0.0,1.0,0.0
235,3.0,165611.0,313.0,63100.0,138.0,53.0,313.0,0.0,6.0,510294.0,313.0,52907.0,217.0,53.0,313.0,0.0,2.0,0.0
236,1.0,165647.0,166.0,57705.0,481.0,80.0,166.0,0.0,4.0,230998.0,166.0,54797.0,1083.0,443.0,166.0,0.0,1.0,0.0
237,3.0,167415.0,395.0,57265.0,7704.0,53.0,316.0,0.0,4.0,497205.0,441.0,55841.0,1022.0,443.0,316.0,0.0,3.0,1.0
238,2.0,167516.0,373.0,56125.0,2690.0,80.0,373.0,0.0,5.0,225096.0,373.0,56561.0,1305.0,443.0,373.0,0.0,1.0,0.0
239,1.0,167805.0,400.0,58872.0,7936.0,80.0,400.0,0.0,6.0,676950.0,400.0,49232.0,6.0,53.0,400.0,0.0,1.0,0.0
240,3.0,168804.0,267.0,49200.0,36.0,53.0,267.0,0.0,6.0,335494.0,267.0,59719.0,91.0,53.0,267.0,0.0,2.0,0.0
241,2.0,169233.0,23.0,55376.0,349.0,80.0,23.0,0.0,5.0,329309.0,23.0,62087.0,182.0,26314.0,23.0,0.0,1.0,0.0
242,1.0,169563.0,186.0,64418.0,9364.0,80.0,186.0,0.0,4.0,666950.0,186.0,60170.0,8335.0,443.0,186.0,0.0,3.0,1.0
243,3.0,169606.0,443.0,64227.0,422.0,53.0,443.0,0.0,6.0,699685.0,443.0,58750.0,94.0,53.0,443.0,0.0,2.0,0.0
244,3.0,172689.0,315.0,63215.0,442.0,53.0,315.0,0.0,6.0,228191.0,315.0,58460.0,137.0,53.0,315.0,0.0,1.0,0.0
245,3.0,173073.0,205.0,58982.0,8.0,17706.0,205.0,0.0,4.0,1106938.0,205.0,62955.0,1049.0,443.0,205.0,0.0,1.0,0.0
246,1.0,173582.0,83.0,55463.0,493.0,80.0,83.0,0.0,5.0,227754.0,83.0,52314.0,9453.0,443.0,83.0,0.0,2.0,0.0
247,1.0,173759.0,169.0,58279.0,9165.0,80.0,169.0,0.0,6.0,675012.0,169.0,64327.0,445.0,61664.0,169.0,0.0,1.0,0.0
248,2.0,174352.0,208.0,61205.0,6049.0,80.0,208.0,0.0,6.0,320023.0,208.0,57335.0,6039.0,53.0,208.0,0.0,3.0,1.0
249,2.0,176700.0,258.0,53842.0,2599.0,80.0,258.0,0.0,4.0,879051.0,258.0,50038.0,1061.0,443.0,258.0,0.0,1.0,0.0
250,1.0,178315.0,369.0,59438.0,9544.0,7448.0,369.0,0.0,5.0,1042206.0,369.0,49766.0,4830.0,443.0,369.0,0.0,1.0,0.0
251,3.0,180031.0,353.0,60958.0,122.0,53.0,353.0,0.0,5.0,225969.0,353.0,54477.0,117.0,443.0,353.0,0.0,3.0,1.0
252,1.0,180693.0,378.0,60428.0,375.0,80.0,378.0,0.0,5.0,1131367.0,378.0,59364.0,8683.0,443.0,378.0,0.0,1.0,0.0
253,1.0,180957.0,162.0,49844.0,367.0,80.0,169.0,0.0,6.0,829161.0,169.0,55218.0,441.0,53.0,169.0,0.0,1.0,0.0
254,3.0,180999.0,170.0,50210.0,75.0,53.0,170.0,0.0,4.0,260788.0,170.0,64780.0,1075.0,443.0,170.0,0.0,1.0,0.0
255,1.0,183273.0,118.0,62150.0,7385.0,80.0,118.0,0.0,6.0,303653.0,118.0,60501.0,342.0,53.0,118.0,0.0,3.0,1.0
256,1.0,183335.0,141.0,56871.0,8218.0,80.0,141.0,0.0,6.0,1095229.0,141.0,61645.0,4225.0,37953.0,141.0,0.0,1.0,0.0
257,1.0,183711.0,294.0,53245.0,6176.0,80.0,294.0,0.0,6.0,943318.0,416.0,55189.0,9829.0,53.0,294.0,0.0,1.0,0.0
258,2.0,185207.0,164.0,53880.0,2703.0,80.0,164.0,0.0,5.0,524852.0,164.0,62381.0,4888.0,443.0,164.0,0.0,1.0,0.0
259,1.0,186819.0,199.0,54818.0,6628.0,80.0,199.0,0.0,5.0,1124332.0,199.0,49159.0,401.0,443.0,199.0,0.0,1.0,0.0
260,3.0,188226.0,60.0,53017.0,214.0,53.0,60.0,0.0,6.0,515522.0,60.0,56044.0,200.0,53.0,60.0,0.0,2.0,0.0
261,1.0,188327.0,11.0,60963.0,493.0,19202.0,11.0,0.0,5.0,327668.0,11.0,51047.0,2290.0,443.0,11.0,0.0,1.0,0.0
262,1.0,188647.0,123.0,59008.0,120.0,80.0,123.0,0.0,6.0,991935.0,123.0,64816.0,2303.0,53.0,123.0,0.0,1.0,0.0
263,1.0,191524.0,346.0,56628.0,137.0,80.0,346.0,0.0,6.0,289053.0,346.0,60643.0,338.0,53.0,346.0,0.0,1.0,0.0
264,1.0,191604.0,249.0,65341.0,8423.0,80.0,249.0,0.0,5.0,258271.0,249.0,57783.0,1464.0,443.0,249.0,0.0,3.0,1.0
265,3.0,192061.0,473.0,52339.0,3128.0,53.0,473.0,0.0,5.0,214529.0,473.0,62595.0,450.0,443.0,473.0,0.0,3.0,1.0
266,2.0,192226.0,224.0,60723.0,7736.0,80.0,224.0,0.0,4.0,243381.0,224.0,52102.0,1057.0,443.0,224.0,0.0,3.0,1.0
267,2.0,193162.0,3.0,58723.0,6150.0,80.0,3.0,0.0,6.0,858441.0,3.0,60340.0,242.0,53.0,3.0,0.0,1.0,0.0
268,1.0,193733.0,67.0,49410.0,8008.0,80.0,67.0,0.0,4.0,382955.0,67.0,53680.0,2251.0,52015.0,67.0,0.0,1.0,0.0
269,2.0,194929.0,103.0,53089.0,9084.0,80.0,103.0,0.0,4.0,321414.0,103.0,56040.0,1099.0,443.0,103.0,0.0,3.0,1.0
270,2.0,195011.0,12.0,49866.0,286.0,27408.0,12.0,0.0,5.0,359225.0,12.0,51675.0,9607.0,443.0,12.0,0.0,2.0,0.0
271,3.0,195475.0,305.0,55579.0,130.0,53.0,305.0,0.0,5.0,315650.0,305.0,59434.0,2298.0,443.0,305.0,0.0,1.0,0.0
272,1.0,196919.0,185.0,58481.0,7156.0,80.0,185.0,0.0,6.0,810000.0,185.0,49292.0,1077.0,53.0,185.0,0.0,2.0,0.0
273,1.0,197187.0,117.0,56275.0,1172.0,6332.0,117.0,0.0,4.0,284242.0,117.0,51001.0,1088.0,443.0,117.0,0.0,3.0,1.0
274,1.0,197517.0,224.0,50148.0,7808.0,80.0,224.0,0.0,5.0,663144.0,224.0,53632.0,55.0,443.0,224.0,0.0,1.0,0.0
275,1.0,197584.0,35.0,56852.0,2787.0,80.0,35.0,0.0,6.0,261318.0,35.0,52348.0,184.0,53.0,35.0,0.0,1.0,0.0
276,1.0,198605.0,97.0,64668.0,7456.0,80.0,97.0,0.0,6.0,242981.0,97.0,52269.0,6132.0,64374.0,97.0,0.0,1.0,0.0
277,3.0,202857.0,56.0,59061.0,2321.0,53.0,56.0,0.0,4.0,204713.0,56.0,59081.0,1067.0,443.0,56.0,0.0,1.0,0.0
278,3.0,204773.0,93.0,63920.0,120.0,53.0,93.0,0.0,5.0,486864.0,93.0,58117.0,4945.0,443.0,93.0,0.0,3.0,1.0
279,2.0,205330.0,417.0,53521.0,192.0,80.0,417.0,0.0,6.0,603037.0,417.0,56234.0,194.0,53.0,417.0,0.0,1.0,0.0
280,1.0,205603.0,487.0,63113.0,2055.0,80.0,487.0,0.0,6.0,802682.0,487.0,52271.0,4848.0,53.0,487.0,0.0,1.0,0.0
281,1.0,206791.0,361.0,57538.0,461.0,80.0,361.0,0.0,5.0,1283628.0,361.0,62475.0,8493.0,443.0,361.0,0.0,1.0,0.0
282,2.0,208944.0,185.0,65007.0,7499.0,53122.0,185.0,0.0,6.0,845773.0,185.0,64757.0,9984.0,53.0,185.0,0.0,1.0,0.0
283,1.0,209454.0,497.0,50998.0,266.0,80.0,129.0,0.0,6.0,303433.0,129.0,59289.0,115.0,53.0,129.0,0.0,3.0,1.0
284,3.0,210253.0,269.0,58862.0,182.0,40958.0,269.0,0.0,4.0,376054.0,269.0,53395.0,3153.0,443.0,269.0,0.0,1.0,0.0
285,3.0,210519.0,320.0,63182.0,417.0,53.0,320.0,0.0,6.0,498360.0,320.0,60427.0,498.0,53.0,320.0,0.0,2.0,0.0
286,3.0,210616.0,385.0,51305.0,338.0,53.0,385.0,0.0,6.0,300648.0,385.0,55161.0,148.0,53.0,385.0,0.0,1.0,0.0
287,3.0,211388.0,36.0,55444.0,294.0,53.0,397.0,0.0,4.0,834782.0,352.0,63221.0,5101.0,39300.0,397.0,0.0,2.0,0.0
288,1.0,211429.0,488.0,58025.0,5363.0,80.0,488.0,0.0,5.0,1250030.0,488.0,55078.0,6999.0,443.0,488.0,0.0,2.0,0.0
289,2.0,211456.0,461.0,64671.0,4227.0,80.0,461.0,0.0,5.0,394931.0,298.0,59749.0,6989.0,443.0,461.0,0.0,1.0,0.0
290,1.0,211686.0,209.0,65430.0,8513.0,80.0,209.0,0.0,5.0,841521.0,209.0,49451.0,7918.0,443.0,209.0,0.0,3.0,1.0
291,3.0,211834.0,310.0,64855.0,163.0,53.0,310.0,0.0,4.0,918712.0,310.0,51437.0,9024.0,443.0,310.0,0.0,3.0,1.0
292,1.0,213200.0,497.0,56755.0,3511.0,80.0,497.0,0.0,6.0,1165586.0,497.0,59190.0,48.0,53.0,497.0,0.0,2.0,0.0
293,1.0,213681.0,172.0,51443.0,7210.0,80.0,172.0,0.0,5.0,309490.0,172.0,57053.0,109.0,443.0,172.0,0.0,1.0,0.0
294,2.0,214080.0,423.0,62899.0,9065.0,80.0,423.0,0.0,6.0,814675.0,41.0,62722.0,200.0,53.0,423.0,0.0,2.0,0.0
295,3.0,215155.0,125.0,58479.0,455.0,53.0,125.0,0.0,6.0,513853.0,125.0,55476.0,314.0,53.0,125.0,0.0,3.0,1.0
296,2.0,215437.0,91.0,51733.0,7291.0,80.0,91.0,0.0,6.0,908266.0,91.0,51690.0,438.0,53.0,91.0,0.0,1.0,0.0
297,3.0,216339.0,266.0,51054.0,101.0,53.0,266.0,0.0,4.0,1279044.0,266.0,55911.0,1055.0,443.0,266.0,0.0,1.0,0.0
298,3.0,217255.0,99.0,57047.0,331.0,53.0,99.0,0.0,6.0,583330.0,99.0,64848.0,27.0,53.0,99.0,0.0,2.0,0.0
299,3.0,218724.0,451.0,55773.0,230.0,53.0,451.0,0.0,6.0,690504.0,451.0,52406.0,120.0,53.0,451.0,0.0,1.0,0.0
300,1.0,218737.0,397.0,51115.0,100.0,80.0,397.0,0.0,4.0,858220.0,397.0,51235.0,1060.0,443.0,397.0,0.0,1.0,0.0
301,2.0,219626.0,178.0,52128.0,7840.0,80.0,178.0,0.0,6.0,756254.0,178.0,53847.0,7599.0,53.0,178.0,0.0,2.0,0.0
302,1.0,219885.0,313.0,61234.0,2879.0,80.0,313.0,0.0,4.0,783973.0,28.0,55097.0,9152.0,54643.0,313.0,0.0,2.0,0.0
303,1.0,220184.0,116.0,49366.0,169.0,80.0,116.0,0.0,6.0,1187508.0,116.0,56781.0,441.0,53.0,116.0,0.0,1.0,0.0
304,1.0,221108.0,402.0,58875.0,1008.0,80.0,402.0,0.0,6.0,257995.0,402.0,63017.0,3841.0,53.0,402.0,0.0,1.0,0.0
305,3.0,221332.0,402.0,60981.0,6871.0,53.0,402.0,0.0,4.0,493110.0,402.0,63284.0,1086.0,443.0,402.0,0.0,1.0,0.0
306,1.0,221726.0,261.0,52260.0,341.0,80.0,43.0,0.0,5.0,807331.0,369.0,58885.0,3289.0,443.0,43.0,0.0,1.0,0.0
307,2.0,221804.0,461.0,55707.0,2991.0,80.0,461.0,0.0,6.0,688272.0,461.0,55197.0,112.0,53.0,461.0,0.0,1.0,0.0
308,1.0,222736.0,346.0,49198.0,8488.0,33302.0,346.0,0.0,6.0,304258.0,74.0,61316.0,346.0,53.0,346.0,0.0,1.0,0.0
309,2.0,222776.0,68.0,58374.0,8615.0,80.0,68.0,0.0,4.0,337979.0,68.0,65137.0,1096.0,443.0,68.0,0.0,1.0,0.0
310,2.0,222941.0,262.0,62265.0,5928.0,80.0,262.0,0.0,5.0,332010.0,262.0,51280.0,8895.0,55284.0,262.0,0.0,3.0,1.0
311,3.0,223155.0,240.0,54919.0,289.0,53.0,240.0,0.0,5.0,393092.0,240.0,53328.0,2254.0,443.0,240.0,0.0,3.0,1.0
312,3.0,224519.0,394.0,53841.0,3573.0,53.0,394.0,0.0,5.0,584313.0,394.0,60771.0,8167.0,443.0,394.0,0.0,1.0,0.0
313,2.0,225698.0,346.0,57027.0,383.0,80.0,346.0,0.0,4.0,365800.0,346.0,49851.0,1042.0,443.0,346.0,0.0,1.0,0.0
314,1.0,226511.0,376.0,52679.0,77.0,80.0,376.0,0.0,6.0,440650.0,77.0,52056.0,9864.0,53.0,376.0,0.0,1.0,0.0
315,2.0,227693.0,368.0,56479.0,2822.0,80.0,368.0,0.0,6.0,596475.0,368.0,64171.0,5738.0,53.0,368.0,0.0,2.0,0.0
316,1.0,228384.0,364.0,61638.0,7022.0,80.0,364.0,0.0,5.0,305754.0,483.0,61912.0,6026.0,443.0,364.0,0.0,2.0,0.0
317,1.0,229300.0,112.0,52903.0,5937.0,80.0,112.0,0.0,5.0,786385.0,112.0,65436.0,5547.0,443.0,112.0,0.0,1.0,0.0
318,3.0,229612.0,298.0,62929.0,265.0,53.0,298.0,0.0,5.0,907609.0,298.0,63136.0,304.0,443.0,298.0,0.0,1.0,0.0
319,3.0,230731.0,304.0,58562.0,435.0,15955.0,304.0,0.0,5.0,246941.0,304.0,50616.0,1903.0,443.0,304.0,0.0,3.0,1.0
320,2.0,231376.0,474.0,57333.0,4842.0,80.0,474.0,0.0,5.0,575937.0,474.0,54038.0,8983.0,443.0,474.0,0.0,1.0,0.0
321,1.0,232352.0,133.0,53306.0,7333.0,80.0,133.0,0.0,4.0,1016230.0,133.0,57394.0,4467.0,443.0,133.0,0.0,3.0,1.0
322,2.0,232466.0,453.0,56423.0,3545.0,80.0,453.0,0.0,4.0,1108078.0,453.0,54783.0,8643.0,443.0,453.0,0.0,1.0,0.0
323,3.0,233699.0,202.0,56427.0,4240.0,53.0,202.0,0.0,5.0,240776.0,202.0,56707.0,4840.0,443.0,202.0,0.0,3.0,1.0
324,2.0,234922.0,178.0,57295.0,2979.0,80.0,178.0,0.0,4.0,870922.0,178.0,53287.0,1071.0,443.0,178.0,0.0,2.0,0.0
325,1.0,235480.0,189.0,59647.0,5714.0,80.0,189.0,0.0,6.0,540159.0,189.0,56720.0,248.0,53.0,189.0,0.0,1.0,0.0
326,3.0,236383.0,224.0,55311.0,71.0,53.0,224.0,0.0,4.0,1089269.0,224.0,49628.0,1081.0,443.0,224.0,0.0,1.0,0.0
327,1.0,237493.0,98.0,50600.0,99.0,80.0,98.0,0.0,5.0,507599.0,98.0,57222.0,1378.0,443.0,98.0,0.0,1.0,0.0
328,1.0,239202.0,130.0,57301.0,8220.0,80.0,130.0,0.0,5.0,1244603.0,130.0,51539.0,303.0,443.0,130.0,0.0,1.0,0.0
329,3.0,239459.0,245.0,60728.0,277.0,53.0,245.0,0.0,4.0,793513.0,245.0,49620.0,1015.0,443.0,245.0,0.0,1.0,0.0
330,1.0,239881.0,379.0,53871.0,4881.0,80.0,379.0,0.0,4.0,1220834.0,379.0,61256.0,1067.0,443.0,379.0,0.0,1.0,0.0
331,1.0,240637.0,93.0,64189.0,9880.0,35705.0,93.0,0.0,4.0,805901.0,93.0,62874.0,1061.0,443.0,93.0,0.0,3.0,1.0
332,1.0,240930.0,426.0,52943.0,104.0,80.0,426.0,0.0,4.0,252742.0,426.0,51324.0,1023.0,443.0,426.0,0.0,1.0,0.0
333,1.0,241175.0,107.0,59408.0,472.0,80.0,107.0,0.0,4.0,406511.0,89.0,60076.0,1055.0,443.0,107.0,0.0,1.0,0.0
334,1.0,241541.0,496.0,61927.0,248.0,49407.0,167.0,0.0,5.0,654994.0,167.0,65015.0,1550.0,443.0,167.0,0.0,2.0,0.0
335,3.0,241557.0,475.0,61131.0,40.0,53.0,475.0,0.0,5.0,1063497.0,475.0,59335.0,4266.0,443.0,475.0,0.0,3.0,1.0
336,2.0,241718.0,101.0,52570.0,9864.0,80.0,432.0,0.0,5.0,1263512.0,383.0,60228.0,5567.0,443.0,432.0,0.0,1.0,0.0
337,1.0,242495.0,100.0,61151.0,8843.0,80.0,100.0,0.0,6.0,1188188.0,100.0,57170.0,18.0,53.0,100.0,0.0,1.0,0.0
338,3.0,243324.0,236.0,55501.0,140.0,53.0,236.0,0.0,6.0,707645.0,236.0,60312.0,7913.0,53.0,236.0,0.0,2.0,0.0
339,3.0,243514.0,3.0,62456.0,216.0,53.0,3.0,0.0,4.0,927596.0,3.0,61425.0,1004.0,443.0,3.0,0.0,1.0,0.0
340,2.0,244136.0,275.0,64648.0,8383.0,80.0,275.0,0.0,5.0,1078328.0,275.0,54588.0,464.0,443.0,275.0,0.0,1.0,0.0
341,1.0,244429.0,190.0,55196.0,483.0,80.0,190.0,0.0,4.0,345728.0,190.0,64480.0,1021.0,443.0,190.0,0.0,3.0,1.0
342,1.0,246392.0,447.0,58777.0,322.0,80.0,447.0,0.0,4.0,344396.0,447.0,54452.0,1078.0,443.0,447.0,0.0,2.0,0.0
343,3.0,246515.0,349.0,61081.0,9821.0,53.0,349.0,0.0,6.0,651204.0,349.0,64068.0,444.0,53.0,349.0,0.0,1.0,0.0
344,1.0,246550.0,414.0,57688.0,2399.0,80.0,414.0,0.0,6.0,442709.0,414.0,58307.0,294.0,53.0,414.0,0.0,3.0,1.0
345,3.0,246796.0,398.0,50161.0,3330.0,53.0,398.0,0.0,5.0,420038.0,398.0,54942.0,9622.0,443.0,398.0,0.0,2.0,0.0
346,2.0,247033.0,355.0,51820.0,4850.0,80.0,355.0,0.0,6.0,919191.0,355.0,60380.0,445.0,53.0,355.0,0.0,1.0,0.0
