alert_type,timestamp,src_ip,src_port,dst_ip,dst_port,infected_host,scanned_host
8.0,992681.0,158.0,56875.0,10031.0,28644.0,280.0,0.0
4.0,602343.0,422.0,53520.0,6502.0,443.0,422.0,0.0
7.0,1029470.0,150.0,50243.0,342.0,639.0,150.0,342.0
7.0,1195621.0,402.0,52268.0,249.0,68.0,300.0,249.0
7.0,683527.0,64.0,60764.0,124.0,574.0,213.0,124.0
3.0,777347.0,253.0,62857.0,7718.0,53.0,253.0,0.0
2.0,1046846.0,244.0,52351.0,77.0,80.0,230.0,0.0
7.0,1029908.0,408.0,50782.0,253.0,701.0,408.0,253.0
4.0,1135435.0,182.0,56808.0,1058.0,443.0,182.0,0.0
3.0,1160911.0,245.0,57101.0,154.0,53.0,245.0,0.0
3.0,1264390.0,173.0,55664.0,436.0,51381.0,173.0,0.0
6.0,9190.0,445.0,63831.0,449.0,53.0,445.0,0.0
7.0,964966.0,86.0,64161.0,113.0,544.0,86.0,113.0
3.0,117431.0,199.0,62637.0,262.0,53.0,199.0,0.0
1.0,448603.0,99.0,52970.0,2756.0,80.0,99.0,0.0
2.0,321159.0,335.0,58036.0,6579.0,24387.0,335.0,0.0
5.0,1011182.0,237.0,58671.0,1285.0,443.0,237.0,0.0
8.0,331163.0,299.0,55482.0,10003.0,443.0,299.0,0.0
1.0,905283.0,9.0,56955.0,2129.0,80.0,9.0,0.0
6.0,466109.0,106.0,62024.0,451.0,53.0,106.0,0.0
8.0,937810.0,100.0,63386.0,10008.0,443.0,100.0,0.0
5.0,24532.0,170.0,50454.0,8928.0,443.0,170.0,0.0
2.0,1190423.0,295.0,55503.0,5264.0,80.0,295.0,0.0
2.0,979912.0,145.0,63655.0,2033.0,80.0,145.0,0.0
5.0,396070.0,221.0,59513.0,275.0,443.0,221.0,0.0
7.0,168782.0,316.0,56595.0,415.0,658.0,316.0,415.0
2.0,923374.0,433.0,50621.0,4097.0,58889.0,433.0,0.0
6.0,1049997.0,64.0,49574.0,28.0,53.0,64.0,0.0
3.0,1252428.0,411.0,52937.0,9904.0,24625.0,411.0,0.0
2.0,691620.0,128.0,58233.0,5191.0,80.0,128.0,0.0
4.0,154790.0,360.0,65222.0,1085.0,443.0,360.0,0.0
8.0,1217696.0,53.0,59762.0,10093.0,443.0,53.0,0.0
1.0,1196625.0,384.0,50319.0,390.0,80.0,384.0,0.0
4.0,558064.0,386.0,51333.0,1038.0,443.0,386.0,0.0
3.0,62904.0,408.0,50469.0,364.0,53.0,408.0,0.0
3.0,978242.0,498.0,51249.0,1112.0,53.0,491.0,0.0
2.0,469704.0,23.0,50451.0,240.0,80.0,23.0,0.0
3.0,857132.0,135.0,60253.0,33.0,53.0,135.0,0.0
6.0,829795.0,338.0,52045.0,188.0,53.0,338.0,0.0
6.0,830698.0,375.0,64528.0,4489.0,53.0,375.0,0.0
7.0,681800.0,332.0,52047.0,430.0,157.0,332.0,430.0
4.0,985913.0,289.0,60382.0,1019.0,15562.0,192.0,0.0
1.0,81477.0,456.0,50751.0,9513.0,7453.0,456.0,0.0
2.0,1286153.0,130.0,56678.0,2971.0,27873.0,130.0,0.0
7.0,347166.0,76.0,61793.0,90.0,269.0,500.0,90.0
7.0,622000.0,384.0,61510.0,383.0,362.0,384.0,383.0
6.0,1133557.0,139.0,54810.0,427.0,53.0,139.0,0.0
4.0,1079096.0,337.0,64686.0,1069.0,54319.0,337.0,0.0
4.0,295484.0,333.0,49882.0,1077.0,443.0,333.0,0.0
1.0,147025.0,101.0,60561.0,8669.0,80.0,101.0,0.0
3.0,1249168.0,303.0,55508.0,4536.0,53.0,303.0,0.0
3.0,1011443.0,17.0,58440.0,339.0,59320.0,17.0,0.0
8.0,1017812.0,396.0,58968.0,10029.0,443.0,396.0,0.0
2.0,1021155.0,298.0,56093.0,7935.0,80.0,298.0,0.0
2.0,765040.0,232.0,51082.0,426.0,80.0,232.0,0.0
8.0,482284.0,319.0,50594.0,10002.0,52956.0,319.0,0.0
5.0,1253245.0,163.0,57849.0,1613.0,443.0,163.0,0.0
7.0,1110052.0,408.0,62151.0,66.0,73.0,408.0,66.0
1.0,509856.0,7.0,62213.0,4191.0,80.0,7.0,0.0
6.0,1035136.0,119.0,50815.0,2158.0,53.0,119.0,0.0
6.0,183014.0,98.0,59662.0,255.0,53.0,98.0,0.0
1.0,927655.0,2.0,57482.0,356.0,80.0,2.0,0.0
2.0,632639.0,51.0,65048.0,5313.0,80.0,51.0,0.0
3.0,1102797.0,368.0,63112.0,39.0,53.0,368.0,0.0
1.0,645518.0,250.0,63342.0,386.0,80.0,250.0,0.0
5.0,655251.0,160.0,62645.0,6332.0,443.0,160.0,0.0
2.0,458743.0,414.0,52510.0,1612.0,80.0,414.0,0.0
8.0,879400.0,115.0,59175.0,10061.0,30303.0,115.0,0.0
8.0,631173.0,445.0,60474.0,10004.0,63435.0,445.0,0.0
2.0,446741.0,352.0,58481.0,9346.0,80.0,352.0,0.0
3.0,498508.0,333.0,50205.0,149.0,53.0,333.0,0.0
5.0,1003587.0,457.0,64431.0,8572.0,443.0,457.0,0.0
5.0,1226259.0,117.0,59866.0,5834.0,443.0,117.0,0.0
3.0,100730.0,313.0,56384.0,8901.0,53.0,313.0,0.0
3.0,138430.0,246.0,58586.0,93.0,53.0,246.0,0.0
6.0,895453.0,250.0,54459.0,2847.0,53.0,250.0,0.0
7.0,459255.0,58.0,55343.0,104.0,18.0,58.0,120.0
7.0,585284.0,85.0,57095.0,400.0,675.0,85.0,400.0
7.0,843087.0,185.0,57373.0,243.0,921.0,185.0,243.0
3.0,1107815.0,207.0,50594.0,214.0,3611.0,207.0,0.0
6.0,747718.0,177.0,55393.0,291.0,53.0,23.0,0.0
1.0,441865.0,11.0,52434.0,4393.0,80.0,11.0,0.0
8.0,980128.0,374.0,51176.0,10011.0,443.0,374.0,0.0
6.0,123082.0,23.0,58338.0,235.0,53.0,23.0,0.0
3.0,569022.0,374.0,61827.0,240.0,53.0,374.0,0.0
8.0,1160687.0,374.0,50588.0,10097.0,443.0,270.0,0.0
5.0,465409.0,434.0,55845.0,153.0,443.0,434.0,0.0
8.0,1240401.0,315.0,51054.0,10010.0,443.0,315.0,0.0
4.0,26931.0,235.0,63783.0,1015.0,47986.0,329.0,0.0
8.0,75295.0,139.0,65314.0,10021.0,443.0,139.0,0.0
4.0,750200.0,84.0,62572.0,1053.0,49049.0,84.0,0.0
2.0,384244.0,223.0,62712.0,129.0,80.0,223.0,0.0
5.0,305754.0,483.0,61912.0,6026.0,443.0,364.0,0.0
3.0,817731.0,225.0,64480.0,6648.0,53.0,225.0,0.0
1.0,81319.0,405.0,58376.0,7759.0,80.0,434.0,0.0
5.0,414270.0,366.0,53891.0,5218.0,443.0,366.0,0.0
6.0,390099.0,124.0,60776.0,95.0,53.0,124.0,0.0
2.0,679469.0,280.0,56437.0,9923.0,80.0,280.0,0.0
6.0,707645.0,236.0,60312.0,7913.0,53.0,236.0,0.0
7.0,1101161.0,255.0,49368.0,13.0,936.0,255.0,13.0
5.0,1065182.0,248.0,62427.0,7670.0,443.0,248.0,0.0
4.0,448193.0,290.0,58910.0,1040.0,443.0,290.0,0.0
1.0,529347.0,217.0,58537.0,343.0,80.0,217.0,0.0
6.0,1264493.0,420.0,55508.0,375.0,53.0,420.0,0.0
3.0,616706.0,304.0,56293.0,402.0,53.0,108.0,0.0
4.0,576122.0,42.0,50630.0,9254.0,443.0,42.0,0.0
5.0,422085.0,176.0,50383.0,8389.0,443.0,176.0,0.0
7.0,623751.0,138.0,52671.0,137.0,488.0,138.0,137.0
3.0,923552.0,186.0,53119.0,15.0,53.0,186.0,0.0
1.0,632091.0,470.0,59086.0,6647.0,80.0,470.0,0.0
5.0,209646.0,301.0,53145.0,7868.0,443.0,301.0,0.0
7.0,78310.0,409.0,49932.0,200.0,337.0,205.0,200.0
5.0,335765.0,259.0,60172.0,4528.0,443.0,259.0,0.0
6.0,848430.0,468.0,64451.0,4531.0,53.0,468.0,0.0
3.0,1003662.0,26.0,64793.0,283.0,53.0,26.0,0.0
5.0,378948.0,357.0,51481.0,2084.0,443.0,357.0,0.0
3.0,1085665.0,305.0,52193.0,244.0,53.0,305.0,0.0
2.0,811242.0,363.0,58213.0,3683.0,80.0,363.0,0.0
5.0,1014590.0,242.0,64216.0,5515.0,443.0,242.0,0.0
8.0,837652.0,293.0,51856.0,10086.0,443.0,293.0,0.0
4.0,928215.0,292.0,64099.0,2042.0,443.0,457.0,0.0
2.0,195011.0,12.0,49866.0,286.0,27408.0,12.0,0.0
4.0,834782.0,352.0,63221.0,5101.0,39300.0,397.0,0.0
3.0,169606.0,443.0,64227.0,422.0,53.0,443.0,0.0
3.0,261459.0,52.0,55224.0,274.0,53.0,52.0,0.0
8.0,891424.0,465.0,56211.0,10086.0,443.0,465.0,0.0
8.0,63867.0,193.0,50843.0,10084.0,443.0,193.0,0.0
6.0,18456.0,329.0,50770.0,449.0,53.0,278.0,0.0
6.0,1264696.0,58.0,58963.0,5794.0,53.0,58.0,0.0
1.0,1073344.0,220.0,56013.0,268.0,80.0,220.0,0.0
2.0,247906.0,208.0,64182.0,8076.0,80.0,328.0,0.0
4.0,587881.0,449.0,55420.0,1040.0,443.0,449.0,0.0
4.0,1176389.0,64.0,54461.0,1054.0,443.0,64.0,0.0
7.0,1119178.0,274.0,64680.0,453.0,527.0,274.0,453.0
1.0,821796.0,52.0,53456.0,2445.0,80.0,52.0,0.0
8.0,50040.0,470.0,57627.0,10031.0,443.0,470.0,0.0
2.0,1030179.0,378.0,56065.0,7312.0,80.0,378.0,0.0
2.0,1217110.0,378.0,64599.0,348.0,36850.0,378.0,0.0
8.0,525321.0,416.0,59216.0,10009.0,443.0,416.0,0.0
4.0,695806.0,223.0,63952.0,1015.0,443.0,223.0,0.0
6.0,32848.0,471.0,59528.0,101.0,53.0,471.0,0.0
2.0,882624.0,195.0,61749.0,1948.0,80.0,195.0,0.0
3.0,1291102.0,54.0,56211.0,180.0,53.0,54.0,0.0
2.0,758564.0,200.0,62113.0,157.0,5492.0,200.0,0.0
2.0,1270778.0,359.0,64002.0,8303.0,80.0,359.0,0.0
2.0,287978.0,369.0,53496.0,1156.0,80.0,369.0,0.0
1.0,284358.0,229.0,50414.0,431.0,80.0,229.0,0.0
7.0,956257.0,123.0,58637.0,148.0,732.0,123.0,148.0
2.0,1185867.0,384.0,52772.0,6005.0,3568.0,275.0,0.0
8.0,991641.0,283.0,61690.0,10001.0,443.0,283.0,0.0
8.0,1164383.0,369.0,51437.0,10056.0,443.0,369.0,0.0
1.0,29819.0,279.0,50634.0,3192.0,80.0,279.0,0.0
2.0,1026273.0,186.0,60356.0,2963.0,80.0,413.0,0.0
6.0,1140314.0,155.0,54287.0,468.0,53.0,155.0,0.0
4.0,1132776.0,419.0,53515.0,1046.0,443.0,419.0,0.0
6.0,830381.0,335.0,61005.0,328.0,53.0,335.0,0.0
3.0,784595.0,318.0,54526.0,275.0,53.0,318.0,0.0
8.0,725863.0,442.0,64867.0,10086.0,443.0,442.0,0.0
6.0,1077872.0,310.0,53767.0,329.0,53.0,310.0,0.0
7.0,1254156.0,175.0,59221.0,58.0,897.0,175.0,58.0
2.0,565059.0,366.0,52128.0,9656.0,80.0,366.0,0.0
6.0,1292306.0,296.0,59870.0,452.0,53.0,296.0,0.0
5.0,461801.0,201.0,60079.0,4486.0,443.0,201.0,0.0
4.0,1125725.0,28.0,58674.0,1037.0,443.0,28.0,0.0
2.0,33540.0,120.0,59020.0,168.0,80.0,120.0,0.0
4.0,836683.0,208.0,54548.0,1076.0,443.0,208.0,0.0
3.0,1252185.0,280.0,49327.0,98.0,24735.0,280.0,0.0
3.0,105327.0,254.0,65203.0,9494.0,53.0,254.0,0.0
1.0,1060944.0,63.0,63492.0,364.0,80.0,63.0,0.0
3.0,1215802.0,364.0,54047.0,230.0,53.0,364.0,0.0
6.0,1119479.0,211.0,57409.0,4664.0,53.0,211.0,0.0
8.0,191109.0,19.0,54926.0,10009.0,443.0,19.0,0.0
5.0,170525.0,278.0,58243.0,86.0,443.0,278.0,0.0
2.0,629167.0,15.0,64304.0,135.0,80.0,15.0,0.0
4.0,383622.0,58.0,49857.0,1030.0,443.0,58.0,0.0
8.0,22790.0,400.0,58605.0,10073.0,443.0,400.0,0.0
6.0,183708.0,454.0,50055.0,129.0,53.0,454.0,0.0
6.0,474402.0,94.0,61881.0,185.0,53.0,94.0,0.0
5.0,157179.0,213.0,57631.0,183.0,443.0,213.0,0.0
1.0,1215377.0,484.0,53148.0,2335.0,80.0,484.0,0.0
7.0,1027457.0,124.0,61050.0,362.0,91.0,124.0,362.0
7.0,193301.0,307.0,55340.0,332.0,884.0,307.0,332.0
8.0,525394.0,121.0,58049.0,10050.0,443.0,121.0,0.0
7.0,128874.0,4.0,61456.0,415.0,23.0,4.0,415.0
1.0,395201.0,181.0,52151.0,1775.0,80.0,220.0,0.0
5.0,1119503.0,455.0,54840.0,8245.0,443.0,455.0,0.0
2.0,40316.0,479.0,63037.0,2001.0,80.0,324.0,0.0
4.0,148923.0,244.0,50280.0,3509.0,51785.0,244.0,0.0
3.0,1014305.0,163.0,61567.0,27.0,53.0,163.0,0.0
5.0,60868.0,75.0,55824.0,126.0,443.0,75.0,0.0
3.0,969921.0,168.0,53492.0,25.0,53.0,168.0,0.0
4.0,712527.0,167.0,60836.0,1087.0,443.0,167.0,0.0
8.0,797412.0,181.0,58029.0,10006.0,9377.0,181.0,0.0
2.0,293229.0,432.0,52050.0,348.0,80.0,432.0,0.0
8.0,1120216.0,359.0,51733.0,10053.0,443.0,359.0,0.0
2.0,1208457.0,251.0,52492.0,85.0,80.0,251.0,0.0
6.0,150609.0,172.0,52076.0,425.0,53.0,172.0,0.0
1.0,428665.0,499.0,52146.0,7387.0,80.0,499.0,0.0
3.0,952634.0,316.0,59450.0,281.0,53.0,316.0,0.0
8.0,708977.0,274.0,61090.0,10053.0,25908.0,274.0,0.0
5.0,40848.0,142.0,56806.0,2413.0,443.0,142.0,0.0
1.0,28188.0,462.0,56521.0,1351.0,80.0,462.0,0.0
7.0,770864.0,5.0,62577.0,131.0,775.0,5.0,218.0
1.0,594628.0,354.0,56139.0,1275.0,80.0,354.0,0.0
3.0,948336.0,460.0,51896.0,82.0,53.0,128.0,0.0
8.0,713959.0,361.0,50640.0,10044.0,443.0,281.0,0.0
8.0,768919.0,102.0,52871.0,10073.0,443.0,102.0,0.0
7.0,172036.0,233.0,63738.0,292.0,13.0,233.0,292.0
8.0,769999.0,494.0,50179.0,10071.0,443.0,494.0,0.0
3.0,210519.0,320.0,63182.0,417.0,53.0,320.0,0.0
4.0,870922.0,178.0,53287.0,1071.0,443.0,178.0,0.0
7.0,462201.0,63.0,61515.0,380.0,790.0,63.0,380.0
5.0,533081.0,31.0,57139.0,351.0,443.0,31.0,0.0
3.0,1266162.0,136.0,59677.0,344.0,53.0,136.0,0.0
5.0,626811.0,420.0,63434.0,2930.0,443.0,420.0,0.0
8.0,784946.0,460.0,63505.0,10080.0,443.0,460.0,0.0
4.0,477698.0,267.0,52067.0,1030.0,443.0,267.0,0.0
1.0,983278.0,324.0,62297.0,2138.0,80.0,324.0,0.0
6.0,955404.0,311.0,55361.0,23.0,53.0,311.0,0.0
1.0,1071821.0,195.0,53128.0,5464.0,80.0,195.0,0.0
1.0,1281698.0,301.0,49269.0,1956.0,80.0,301.0,0.0
7.0,161959.0,466.0,52786.0,323.0,320.0,247.0,164.0
3.0,726249.0,246.0,63322.0,293.0,53.0,246.0,0.0
1.0,944908.0,189.0,61859.0,16.0,80.0,189.0,0.0
6.0,166612.0,9.0,63932.0,8842.0,53.0,9.0,0.0
3.0,1218244.0,239.0,58039.0,231.0,53.0,239.0,0.0
8.0,397809.0,394.0,52762.0,10082.0,443.0,394.0,0.0
4.0,830217.0,25.0,54292.0,1416.0,443.0,25.0,0.0
6.0,1123528.0,500.0,61057.0,270.0,53.0,500.0,0.0
5.0,43080.0,497.0,61102.0,3382.0,443.0,94.0,0.0
7.0,176616.0,191.0,58172.0,500.0,824.0,191.0,51.0
7.0,163714.0,178.0,55685.0,94.0,88.0,178.0,94.0
5.0,584313.0,394.0,60771.0,8167.0,443.0,394.0,0.0
5.0,1145847.0,36.0,64370.0,271.0,443.0,36.0,0.0
6.0,837233.0,136.0,49928.0,228.0,53.0,136.0,0.0
7.0,895204.0,483.0,52303.0,44.0,772.0,483.0,217.0
8.0,753700.0,66.0,63150.0,10062.0,443.0,66.0,0.0
2.0,696508.0,86.0,63329.0,7728.0,80.0,86.0,0.0
2.0,44885.0,437.0,60493.0,3305.0,80.0,437.0,0.0
5.0,940342.0,366.0,60556.0,2807.0,443.0,366.0,0.0
1.0,218737.0,397.0,51115.0,100.0,80.0,397.0,0.0
4.0,1220743.0,242.0,58211.0,1094.0,443.0,242.0,0.0
6.0,1052699.0,484.0,51057.0,265.0,53.0,484.0,0.0
6.0,1291218.0,295.0,60803.0,133.0,53.0,295.0,0.0
3.0,271837.0,463.0,65156.0,185.0,53.0,463.0,0.0
2.0,287602.0,489.0,54900.0,7265.0,80.0,64.0,0.0
5.0,562293.0,365.0,51310.0,367.0,443.0,365.0,0.0
3.0,986921.0,17.0,49911.0,62.0,22006.0,17.0,0.0
5.0,673710.0,195.0,54057.0,1685.0,21572.0,195.0,0.0
2.0,988264.0,420.0,60151.0,3851.0,80.0,420.0,0.0
1.0,1133226.0,4.0,56505.0,5154.0,4054.0,4.0,0.0
4.0,121326.0,467.0,60902.0,1040.0,443.0,467.0,0.0
4.0,796568.0,305.0,57430.0,1059.0,443.0,305.0,0.0
7.0,1029985.0,25.0,56872.0,131.0,198.0,25.0,131.0
3.0,132386.0,225.0,55929.0,52.0,53.0,225.0,0.0
8.0,808249.0,386.0,62992.0,10096.0,443.0,386.0,0.0
3.0,605158.0,80.0,63402.0,50.0,53.0,96.0,0.0
5.0,371398.0,88.0,56724.0,3845.0,443.0,88.0,0.0
7.0,757397.0,483.0,55464.0,50.0,603.0,483.0,50.0
7.0,1160932.0,447.0,57957.0,62.0,781.0,447.0,62.0
3.0,863451.0,231.0,54916.0,1936.0,53.0,231.0,0.0
1.0,1120517.0,215.0,57915.0,7372.0,80.0,215.0,0.0
4.0,519727.0,367.0,49407.0,1086.0,443.0,367.0,0.0
2.0,108685.0,477.0,58024.0,39.0,80.0,477.0,0.0
5.0,106176.0,214.0,50847.0,424.0,443.0,214.0,0.0
2.0,285365.0,238.0,60247.0,8355.0,80.0,238.0,0.0
8.0,206179.0,3.0,51674.0,10096.0,443.0,3.0,0.0
1.0,311886.0,485.0,59856.0,2428.0,14547.0,485.0,0.0
2.0,707560.0,54.0,63143.0,172.0,80.0,174.0,0.0
4.0,523049.0,71.0,57074.0,6380.0,443.0,71.0,0.0
1.0,312757.0,260.0,56423.0,459.0,80.0,260.0,0.0
8.0,103028.0,212.0,60885.0,10009.0,443.0,212.0,0.0
6.0,48085.0,305.0,53831.0,9454.0,53.0,305.0,0.0
5.0,372282.0,187.0,65430.0,7149.0,443.0,187.0,0.0
6.0,938122.0,387.0,58549.0,41.0,53.0,387.0,0.0
2.0,1215220.0,149.0,52934.0,6305.0,80.0,149.0,0.0
8.0,596921.0,300.0,63966.0,10018.0,443.0,300.0,0.0
4.0,793513.0,245.0,49620.0,1015.0,443.0,245.0,0.0
1.0,1170304.0,155.0,57975.0,5766.0,80.0,474.0,0.0
8.0,743701.0,57.0,63179.0,10056.0,443.0,57.0,0.0
4.0,1222934.0,9.0,54912.0,1048.0,27364.0,9.0,0.0
2.0,710816.0,260.0,63497.0,8643.0,80.0,260.0,0.0
2.0,1145434.0,491.0,57294.0,4267.0,80.0,491.0,0.0
3.0,961589.0,23.0,60009.0,58.0,53.0,23.0,0.0
1.0,835398.0,57.0,62054.0,6174.0,80.0,57.0,0.0
1.0,93557.0,483.0,64829.0,2397.0,80.0,483.0,0.0
4.0,177171.0,238.0,65517.0,2850.0,443.0,135.0,0.0
3.0,551637.0,178.0,49637.0,290.0,50756.0,210.0,0.0
4.0,996940.0,148.0,62704.0,1065.0,443.0,148.0,0.0
3.0,1077677.0,156.0,51588.0,477.0,53.0,156.0,0.0
6.0,291042.0,482.0,51618.0,42.0,53.0,482.0,0.0
6.0,1034668.0,189.0,58614.0,247.0,53.0,189.0,0.0
1.0,974783.0,473.0,59477.0,326.0,80.0,473.0,0.0
1.0,792664.0,61.0,55369.0,5106.0,80.0,61.0,0.0
8.0,276906.0,187.0,54661.0,10091.0,443.0,187.0,0.0
3.0,1067412.0,67.0,59503.0,482.0,53.0,67.0,0.0
4.0,938421.0,397.0,62460.0,1077.0,443.0,397.0,0.0
3.0,116545.0,497.0,60663.0,388.0,53.0,497.0,0.0
1.0,75845.0,389.0,64514.0,6469.0,80.0,389.0,0.0
7.0,807230.0,44.0,52395.0,291.0,472.0,44.0,291.0
2.0,948253.0,387.0,65301.0,9497.0,80.0,387.0,0.0
3.0,756234.0,196.0,52921.0,6650.0,53.0,196.0,0.0
5.0,531884.0,193.0,55045.0,2006.0,443.0,193.0,0.0
1.0,1235979.0,448.0,51218.0,148.0,80.0,448.0,0.0
1.0,936645.0,222.0,61103.0,6536.0,80.0,222.0,0.0
8.0,313750.0,191.0,53476.0,10019.0,47364.0,354.0,0.0
6.0,1245043.0,318.0,58162.0,215.0,43858.0,318.0,0.0
3.0,1135240.0,399.0,65513.0,392.0,53.0,399.0,0.0
8.0,822719.0,407.0,59196.0,10059.0,53387.0,407.0,0.0
2.0,487140.0,144.0,61981.0,6952.0,80.0,144.0,0.0
7.0,859051.0,301.0,56883.0,171.0,173.0,301.0,171.0
7.0,513411.0,22.0,56689.0,431.0,507.0,22.0,51.0
4.0,1211531.0,217.0,59845.0,1099.0,443.0,217.0,0.0
7.0,801824.0,205.0,56060.0,240.0,310.0,205.0,240.0
4.0,271086.0,198.0,61936.0,7925.0,443.0,65.0,0.0
1.0,1093053.0,9.0,64106.0,4568.0,80.0,9.0,0.0
5.0,525398.0,202.0,60134.0,4787.0,443.0,202.0,0.0
6.0,86042.0,437.0,55466.0,296.0,53.0,437.0,0.0
2.0,928507.0,14.0,49938.0,429.0,80.0,14.0,0.0
1.0,672576.0,70.0,49269.0,4399.0,80.0,70.0,0.0
7.0,787549.0,478.0,53095.0,73.0,455.0,478.0,307.0
8.0,510695.0,20.0,54870.0,10057.0,443.0,20.0,0.0
3.0,700708.0,355.0,62293.0,495.0,53.0,355.0,0.0
3.0,1211037.0,244.0,52423.0,65.0,5689.0,244.0,0.0
6.0,139935.0,402.0,57307.0,125.0,53.0,402.0,0.0
4.0,920841.0,179.0,49870.0,1065.0,443.0,179.0,0.0
3.0,21398.0,263.0,53390.0,8617.0,53.0,263.0,0.0
6.0,612757.0,77.0,62701.0,1562.0,53.0,77.0,0.0
2.0,367622.0,431.0,51499.0,5219.0,80.0,24.0,0.0
8.0,637635.0,375.0,54694.0,10010.0,443.0,375.0,0.0
8.0,296152.0,486.0,52706.0,10002.0,443.0,486.0,0.0
1.0,653345.0,499.0,50359.0,461.0,80.0,399.0,0.0
8.0,796555.0,168.0,53347.0,10099.0,443.0,168.0,0.0
4.0,498043.0,497.0,56550.0,1043.0,443.0,497.0,0.0
5.0,727870.0,74.0,52964.0,1556.0,443.0,74.0,0.0
1.0,1028863.0,121.0,55104.0,435.0,80.0,121.0,0.0
7.0,329469.0,448.0,58533.0,40.0,50.0,448.0,40.0
7.0,500768.0,121.0,50557.0,2.0,300.0,121.0,174.0
4.0,1223135.0,370.0,57712.0,9383.0,443.0,370.0,0.0
2.0,1291030.0,161.0,60295.0,8587.0,80.0,161.0,0.0
2.0,287550.0,257.0,50615.0,8092.0,80.0,257.0,0.0
5.0,584406.0,445.0,53449.0,2387.0,443.0,445.0,0.0
1.0,868577.0,439.0,61413.0,59.0,80.0,439.0,0.0
5.0,732152.0,323.0,50291.0,123.0,443.0,323.0,0.0
4.0,589874.0,381.0,60004.0,1032.0,443.0,61.0,0.0
3.0,996480.0,86.0,64624.0,6476.0,53.0,86.0,0.0
5.0,1010528.0,12.0,50465.0,8134.0,443.0,12.0,0.0
3.0,404114.0,255.0,54693.0,308.0,53.0,255.0,0.0
8.0,1003255.0,216.0,54184.0,10008.0,443.0,216.0,0.0
6.0,159786.0,95.0,56361.0,496.0,53.0,95.0,0.0
4.0,958183.0,305.0,64242.0,1099.0,443.0,305.0,0.0
7.0,613841.0,29.0,51523.0,179.0,141.0,29.0,179.0
5.0,344049.0,104.0,56323.0,9503.0,443.0,104.0,0.0
1.0,14910.0,348.0,51171.0,148.0,80.0,348.0,0.0
8.0,1177654.0,245.0,57213.0,10090.0,443.0,171.0,0.0
7.0,484975.0,340.0,56080.0,451.0,249.0,340.0,451.0
8.0,348119.0,96.0,61730.0,10053.0,443.0,96.0,0.0
2.0,819620.0,377.0,50882.0,49.0,80.0,377.0,0.0
8.0,1048722.0,234.0,52076.0,10032.0,443.0,234.0,0.0
3.0,86264.0,252.0,61250.0,416.0,53.0,252.0,0.0
2.0,466378.0,111.0,49905.0,268.0,80.0,111.0,0.0
6.0,1208044.0,455.0,52876.0,417.0,53.0,455.0,0.0
1.0,193733.0,67.0,49410.0,8008.0,80.0,67.0,0.0
2.0,278725.0,486.0,50640.0,246.0,80.0,486.0,0.0
4.0,700748.0,66.0,51868.0,2901.0,443.0,66.0,0.0
5.0,790565.0,29.0,60684.0,2945.0,443.0,29.0,0.0
1.0,855223.0,452.0,54878.0,3649.0,80.0,452.0,0.0
7.0,1102172.0,455.0,61571.0,4.0,652.0,455.0,4.0
3.0,1059562.0,144.0,63934.0,11.0,10597.0,144.0,0.0
5.0,725344.0,487.0,59992.0,4656.0,443.0,487.0,0.0
2.0,906569.0,168.0,60574.0,9882.0,80.0,168.0,0.0
3.0,556584.0,184.0,53069.0,8262.0,53.0,184.0,0.0
7.0,338076.0,174.0,64458.0,12.0,895.0,174.0,416.0
1.0,226511.0,376.0,52679.0,77.0,80.0,376.0,0.0
7.0,1223897.0,206.0,63026.0,265.0,888.0,206.0,265.0
6.0,788793.0,246.0,54544.0,183.0,53.0,246.0,0.0
2.0,642541.0,143.0,63368.0,8924.0,80.0,143.0,0.0
7.0,380224.0,202.0,49561.0,158.0,69.0,202.0,158.0
1.0,945917.0,48.0,51139.0,8747.0,80.0,48.0,0.0
8.0,1013526.0,224.0,57917.0,10007.0,443.0,224.0,0.0
7.0,18128.0,50.0,53751.0,468.0,850.0,50.0,468.0
8.0,404842.0,315.0,64524.0,10040.0,443.0,346.0,0.0
3.0,425428.0,294.0,56776.0,1823.0,53.0,294.0,0.0
8.0,417652.0,17.0,57416.0,10031.0,443.0,17.0,0.0
7.0,634390.0,269.0,59848.0,24.0,45.0,215.0,24.0
2.0,1191543.0,353.0,57414.0,6472.0,80.0,353.0,0.0
5.0,534384.0,309.0,56567.0,2741.0,443.0,309.0,0.0
4.0,556026.0,238.0,50553.0,8105.0,443.0,238.0,0.0
7.0,229952.0,247.0,58976.0,498.0,439.0,247.0,498.0
1.0,443771.0,88.0,55296.0,7000.0,80.0,88.0,0.0
6.0,515522.0,60.0,56044.0,200.0,53.0,60.0,0.0
6.0,210692.0,279.0,55332.0,308.0,53.0,279.0,0.0
7.0,532127.0,160.0,56152.0,176.0,1016.0,160.0,399.0
7.0,1091443.0,142.0,62003.0,3.0,572.0,102.0,3.0
6.0,275811.0,183.0,54536.0,421.0,53.0,183.0,0.0
1.0,962609.0,282.0,49424.0,8878.0,80.0,282.0,0.0
3.0,991522.0,375.0,51783.0,196.0,53.0,375.0,0.0
8.0,516426.0,82.0,58035.0,10030.0,443.0,82.0,0.0
6.0,717553.0,81.0,60184.0,9827.0,53.0,81.0,0.0
